10th July 2023      ,Begun Development                                                ,Add+ ,Started development of framework for Cockpit v2                                                                                  ,Cockpit             ,https://i.imgur.com/JnxdiHy.png
21st July 2024      ,Fixed an issue with OVPNs                                        ,Fix~ ,Fixed an issue with the function for Country Codes in OVPN Tables                                                                ,Cockpit             ,https://i.imgur.com/JnxdiHy.png
24th July 2024      ,Fixed issue with Deleting OVPNs                                  ,Fix~ ,Fixed an issue preventing OVPNs from being deleted in Smarters Pro Panel                                                         ,Smarters Pro        ,https://i.imgur.com/iEb97E1.png
26th July 2024      ,Fixed an issue with Purple Player                                ,Fix~ ,Fixed an issue with Purple Player panel causing panel to lock up when editing VPNs                                               ,Purple Player       ,https://i.imgur.com/DIUv5jl.png
28th July 2024      ,Fixed an issue with Removing services in IBO Sol.                ,Fix~ ,Fixed an issue with IBO Solultions panel when removing a service would leave users with null values instead of removing them     ,IBO Solutions       ,https://i.imgur.com/z13H3dJ.png
2nd August 2024     ,Added 1-Stream Player Panel                                      ,Add~ ,Added support for the RTX Mods version of the 1-Stream Player applicaiton                                                        ,1-Stream Player     ,https://i.imgur.com/NC7ceih.png
2nd August 2024     ,Added 9Xtream Panel                                              ,Add~ ,Added support for the RTX Mods version of the 9Xtream application                                                                ,9Xtream             ,https://i.imgur.com/1BuEnVi.png
4th August 2024     ,Added MYTVOnline Panel                                           ,Add~ ,Added support for clone mod version of the MYTVOnline application                                                                ,MYTVOnline          ,https://i.imgur.com/CNAz8Pa.png
5th August 2024     ,Added Legazy Systems Panel                                       ,Add~ ,Added support for LEGAZY SYSTEMS IPTV applications                                                                               ,Legazy Systems      ,https://i.imgur.com/vqtIr1x.png
9th August 2024     ,Fixed an issue with IBO Solutions API                            ,Fix~ ,Fixed a bug introduced which prevented the IBO Solutions API from working as expected.                                           ,IBO Solutions       ,https://i.imgur.com/z13H3dJ.png
9th August 2024     ,Fixed seperation of AH3.8/3.9 themes                             ,Fix~ ,Fixed the seperation of theme selecting for AndyHax 3.8 and 3.9 apps in IBO Solutions panel                                      ,IBO Solutions       ,https://i.imgur.com/z13H3dJ.png
9th August 2024     ,Fixed the uploading of Modules via panel                         ,Fix~ ,Fixed issues with uploading modules via the panel which prevented files from being unzipped properly.                            ,Cockpit             ,https://i.imgur.com/JnxdiHy.png
9th August 2024     ,Licence is now passed in Module Updates                          ,Add~ ,Made it so existing licences are passed onto updates to users dont have to re enter their licences on updates.                   ,Cockpit             ,https://i.imgur.com/JnxdiHy.png
9th August 2024     ,Fixed an issue with Module updating                              ,Fix~ ,Fixed an issue which sometimes left empty .zip archives in the file directory when an update didnt work or was cancelled.        ,Cockpit             ,https://i.imgur.com/JnxdiHy.png
9th August 2024     ,Fixed an issue with ads.php                                      ,Fix~ ,Fixed an issue with official Smarters json responses for ads                                                                     ,Smarters Pro        ,https://i.imgur.com/iEb97E1.png
9th August 2024     ,Fixed an issue with Smarters proxy                               ,Fix~ ,Fixed an issue which prevented some services from being unable to use the proxy api in Smarters Pro                              ,Smarters Pro        ,https://i.imgur.com/iEb97E1.png
9th August 2024     ,Fixed an issue with Multi-service Proxy                          ,Fix~ ,Fixed an issue which prevented some services from being unable to use the proxy api in Multi-service Proxy                       ,Multi-service Proxy ,https://i.imgur.com/mgtUBgN.png
9th August 2024     ,Fixed an issue with TiviMate Proxy                               ,Fix~ ,Fixed an issue which prevented some services from being unable to use the proxy api in TiviMate                                  ,TiviMate            ,https://i.imgur.com/uRg0UxZ.png
11th August 2024    ,Swapped CORS Proxy for Multi-service Proxy                       ,Fix~ ,Swapped the CORS Proxy for the Multi-service Proxy to allow for testing of insecure services.                                    ,Multi-service Proxy ,https://i.imgur.com/mgtUBgN.png
12th August 2024    ,Added APKTime Panel                                              ,Add~ ,Added support for APKTime store appstore panel                                                                                   ,APKTime             ,https://i.imgur.com/znijyN4.png
13th August 2024    ,Updated API for IPTV Smarters Pro v4                             ,Add~ ,Added support for newer v4 mods of IPTV Smarters Pro                                                                             ,Smarters Pro        ,https://i.imgur.com/iEb97E1.png
13th August 2024    ,Added SmartTube Panel                                            ,Add~ ,Added support for the RTX Mods version of the SmartTube application                                                              ,SmartTube           ,https://i.imgur.com/dOjhvLv.png
15th August 2024    ,Fixed editing apps in APKTime Panel                              ,Fix~ ,Fixed an issue which prevented users from editing apps in the APKTime Panel                                                      ,APKTime             ,https://i.imgur.com/znijyN4.png
16th August 2024    ,Added AppLinked Panel                                            ,Add~ ,Added support for the AppLinked store application panel                                                                          ,AppLinked           ,https://i.imgur.com/QNose6V.png
18th August 2024    ,Added LTQ2 Panel                                                 ,Add~ ,Added support for LTQ2 application panel                                                                                         ,LTQ2                ,https://i.imgur.com/5GYEXZD.png
18th August 2024    ,Fixed adding TMDB Keys to CinemaHD                               ,Fix~ ,Fixed an issue with adding TMDB Keys to CinemaHD panel                                                                           ,CinemaHD            ,https://i.imgur.com/ryHBvdy.png
18th August 2024    ,Fixed issued with TiviMate Proxy                                 ,Fix~ ,Fixed an issue with the TiviMate Proxy API from working as expected with some services.                                          ,TiviMate            ,https://i.imgur.com/uRg0UxZ.png
20th August 2024    ,Added welcomestatus to api for Smarters Pro                      ,Add~ ,Added support for Welcome Status API in some new Smarters Pro v4 APIs                                                            ,Smarters Pro        ,https://i.imgur.com/iEb97E1.png
20th August 2024    ,Fixed an issue with get_lastupdate for Smarters Pro              ,Fix~ ,Fixed an issue with get_lastupdate API which prevented message/image Ads from showing properly in app.                           ,Smarters Pro        ,https://i.imgur.com/iEb97E1.png
20th August 2024    ,Fixed an issue with Maintenance Mode                             ,Fix~ ,Fixed an issue preventing Maintenance message from saving properly in panel.                                                     ,Smarters Pro        ,https://i.imgur.com/iEb97E1.png
20th August 2024    ,Fixed ?/Android endpoint for Smarters Pro                        ,Fix~ ,Fixed htaccess for the standard /?/Android endpoint to work as expected.                                                         ,Smarters Pro        ,https://i.imgur.com/iEb97E1.png
20th August 2024    ,Added suppliment graphql endpoint                                ,Add~ ,Added graphql.php endpoint for some Smarters Pro apps which use AWS GraphQL                                                      ,Smarters Pro        ,https://i.imgur.com/iEb97E1.png
21st August 2024    ,Added better rules to htaccess for Smarters Pro                  ,Add~ ,Added better handling of different endpoints for different types of official and modded apps to add further support.             ,Smarters Pro        ,https://i.imgur.com/iEb97E1.png
21st August 2024    ,Added extra API for VPNs in Smarters Pro                         ,Add~ ,Added the updated VPNs API for the newer Smarters Pro v4 apps.                                                                   ,Smarters Pro        ,https://i.imgur.com/iEb97E1.png
21st August 2024    ,Fixed Intro Video uploading                                      ,Fix~ ,Prevented caching of old Intro video to show the latest uploaded video asoon as uploaded.                                        ,Smarters Pro        ,https://i.imgur.com/iEb97E1.png
21st August 2024    ,Fixed issue with Sparkle WebViews                                ,Fix~ ,Fixed an issue preventing RTX Mods of Sparkle working as indented with WebViews.                                                 ,Sparkle TV          ,https://i.imgur.com/qKEbeXG.png
25th August 2024    ,Fixed issue with Sparkle WebViews                                ,Fix~ ,Fixed an issue preventing RTX Mods of Sparkle working as indented with WebViews. (Fixed this time.)                              ,Sparkle TV          ,https://i.imgur.com/qKEbeXG.png
25th August 2024    ,Fixed issue with sport Webview in panel                          ,Fix~ ,Fixed an issue preventing the sport WebView selector from being viewable in the panel.                                           ,Sparkle TV          ,https://i.imgur.com/qKEbeXG.png
25th August 2024    ,Added support for AH Mods                                        ,Add~ ,Added Support for some AndyHax Mods API for NextTV IPTV                                                                          ,NextTV IPTV         ,https://i.imgur.com/PkmigBn.png
26th August 2024    ,Fixed an issue with StreamBox API                                ,Fix~ ,Fixed an issue preventing StreamBox API from working as expected.                                                                ,StreamBox           ,https://i.imgur.com/qHBgnHI.png
2nd September 2024  ,Fixed htaccess in Smarters Pro                                   ,Fix~ ,Fixed issues relating to the htaccess file in Smarters Pro panel.                                                                ,Smarters Pro        ,https://i.imgur.com/iEb97E1.png
2nd September 2024  ,Added support for RTX 2.9.2r Mod                                 ,Add~ ,Added support for the RTX Mods version of Flix Vision 2.9.2r                                                                     ,Flix Vision         ,https://i.imgur.com/CQxNJjK.png
3rd September 2024  ,Fixed htaccess in IBO SOl.                                       ,Fix~ ,Fixed issues relating to the htaccess file in IBO Solutions panel.                                                               ,IBO Solutions       ,https://i.imgur.com/z13H3dJ.png
3rd September 2024  ,Added support for AH VU Player 1.7 Mod                           ,Add~ ,Added support for AndyHaxs VU Player 1.7 mod.                                                                                    ,IBO Solutions       ,https://i.imgur.com/z13H3dJ.png
3rd September 2024  ,Fixed uploading in Design tab                                    ,Fix~ ,Fixed uploading images and video in the Design tab of XCIPTV                                                                     ,XCIPTV              ,https://i.imgur.com/piaorjB.png
10th September 2024 ,Added support for RTX IBO 3.9 Mod                                ,Add~ ,Added support for the RTX Mods ultimate version of IBO 3.9.                                                                      ,IBO Solutions       ,https://i.imgur.com/z13H3dJ.png
11th September 2024 ,Updated the MAC Address entry                                    ,Fix~ ,Updated the MAC Address entry format to match the selection of the MAC Length when using RTX 3.9 API setting                     ,IBO Solutions       ,https://i.imgur.com/z13H3dJ.png
12th September 2024 ,Added support for Active Codes                                   ,Add~ ,Added support for the Active Codes API for RTX 3.9 IBO Solutions                                                                 ,IBO Solutions       ,https://i.imgur.com/z13H3dJ.png
15th September 2024 ,Added Clear Visitors Button                                      ,Add~ ,Added  a button to clear the visitors list in the superadmin panel.                                                              ,Cockpit             ,https://i.imgur.com/JnxdiHy.png
15th September 2024 ,Fixed Currencies in Storefronts                                  ,Fix~ ,Fixed an issue which would show the wrong currency in the storefronts no matter the selected setting.                            ,Cockpit             ,https://i.imgur.com/JnxdiHy.png
15th September 2024 ,Branding now shows in Page Title                                 ,Add~ ,Made it so the Branding Text now shows as the prefix of the Page Title for Cockpit Base pages.                                   ,Cockpit             ,https://i.imgur.com/JnxdiHy.png
17th September 2024 ,Added extra Mod endpoints                                        ,Add~ ,Added extra endpoints for Smarters Pro to support more mods                                                                      ,Smarters Pro        ,https://i.imgur.com/iEb97E1.png
17th September 2024 ,Show Maximum upload size allowed                                 ,Add~ ,Now show the Maximum upload size allowed under the Video for custom files                                                        ,Smarters Pro        ,https://i.imgur.com/iEb97E1.png
17th September 2024 ,Fixed issue with displaying Logo and Background                  ,Fix~ ,Fixed an issue which would prevent the logo and background from being displayed in the app.                                      ,Smarters Pro        ,https://i.imgur.com/iEb97E1.png
17th September 2024 ,Fixed sort-by State/Location                                     ,Fix~ ,Fixed sort-by state/location in XCIPTV                                                                                           ,XCIPTV              ,https://i.imgur.com/piaorjB.png
17th September 2024 ,Updated Visitor Logs data entries                                ,Fix~ ,Updated the Visitor logs to properly source the data using the IP address of the user for the statistics                         ,Cockpit             ,https://i.imgur.com/JnxdiHy.png
18th September 2024 ,Added enable/disable Automatic module updates                    ,Add~ ,Added ability to enable and disable automatic module updates - defaulting to disabled.                                           ,Cockpit             ,https://i.imgur.com/JnxdiHy.png
19th September 2024 ,Added branding Text to Login page                                ,Add~ ,If set - the branding text will display on the Login page.                                                                       ,Cockpit             ,https://i.imgur.com/JnxdiHy.png
19th September 2024 ,Added branding Image to Login page                               ,Add~ ,If set - the branding image will display on the Login page.                                                                      ,Cockpit             ,https://i.imgur.com/JnxdiHy.png
20th September 2024 ,Added support for iMPlayer 3.7.5 mod                             ,Add~ ,Added support for the 3.7.5 mod of iMPlayer TV                                                                                   ,iMPlayer TV         ,https://i.imgur.com/88ScGTg.png
24th September 2024 ,Added support for Login with Mobile                              ,Add~ ,Added support for Login with Mobile for Smarters Pro v4.0.3+ app                                                                 ,Smarters Pro        ,https://i.imgur.com/iEb97E1.png
24th September 2024 ,Added support for remote updating                                ,Add~ ,Added support for remote updating of Smarters Pro v4.0.3+ app                                                                    ,Smarters Pro        ,https://i.imgur.com/iEb97E1.png
25th September 2024 ,Fixed bugs introduced                                            ,Fix~ ,Fixed bugs introduced in the new API endpoints for Smarters Pro v4.0.3+ app                                                      ,Smarters Pro        ,https://i.imgur.com/iEb97E1.png
27th September 2024 ,Added support for External Apps                                  ,Add~ ,Added support for external apps in 3.7.5 mod of iMPlayer TV                                                                      ,iMPlayer TV         ,https://i.imgur.com/88ScGTg.png
28th September 2024 ,Fixed all .htaccess                                              ,Fix~ ,Fixed all .htaccess files to be more secure.                                                                                     ,Cockpit             ,https://i.imgur.com/JnxdiHy.png
1st October 2024    ,Fixed deleting Banners                                           ,Fix~ ,Fixed deleting banners in LTQ2 panel                                                                                             ,LTQ2                ,https://i.imgur.com/5GYEXZD.png
1st October 2024    ,Added Panel Title to Breadcrumbs                                 ,Add~ ,Added the Panel Title to the Breadcrumbs                                                                                         ,Cockpit             ,https://i.imgur.com/JnxdiHy.png
1st October 2024    ,Fixed drop down menus                                            ,Fix~ ,Fixed the drop down menus to have a default text when no option is selected                                                      ,AppLinked           ,https://i.imgur.com/QNose6V.png
1st October 2024    ,Fixed drop down menus                                            ,Fix~ ,Fixed the drop down menus to have a default text when no option is selected                                                      ,APKTime             ,https://i.imgur.com/znijyN4.png
1st October 2024    ,Clear Stremio key cache after 2 weeks                            ,Add~ ,Added a new setting to clear the Stremio key cache after 2 weeks. This is to prevent the cache from growing too large.           ,Stremio             ,https://i.imgur.com/546Gr2o.png
1st October 2024    ,Removed error prone addons                                       ,Fix~ ,Removed some default addons which are prone to errors causing issues with clients logging in                                     ,Stremio             ,https://i.imgur.com/546Gr2o.png
2nd October 2024    ,Added Background Images to panel                                 ,Add~ ,Allow for up to 8 selectable Images to be displayed in the background of the panel from the Settings page                        ,Cockpit             ,https://i.imgur.com/JnxdiHy.png
2nd October 2024    ,Added extra endpoints to XCIPTV                                  ,Add~ ,Added extra endpoints to XCIPTV to support more mods                                                                             ,XCIPTV              ,https://i.imgur.com/piaorjB.png
2nd October 2024    ,Added support for Cloud Backup feature                           ,Add~ ,Added support for the Cloud Backup feature in the app                                                                            ,XCIPTV              ,https://i.imgur.com/piaorjB.png
4th October 2024    ,Login redirect after timeout                                     ,Add~ ,When logged out after time out - login will redirect to the page you were logged out from                                        ,Cockpit             ,https://i.imgur.com/JnxdiHy.png
6th October 2024    ,Fixed deleting services                                          ,Fix~ ,Fixed deleting services in iMPlayer TV panel                                                                                     ,iMPlayer TV         ,https://i.imgur.com/88ScGTg.png
7th October 2024    ,Added optional reCaptcha v2 to Login                             ,Add~ ,Added optional reCaptcha v2 to Login Page                                                                                        ,Cockpit             ,https://i.imgur.com/JnxdiHy.png
10th October 2024   ,CustomWebviews overhaul                                          ,Fix~ ,Overhauled CustomWebviews to allow for more customisation and easier management.                                                 ,Android Webviews    ,https://i.imgur.com/N55kp3Z.png
10th October 2024   ,Updated WebViews                                                 ,Fix  ,Updated WebViews for XCIPTV module                                                                                               ,XCIPTV              ,https://i.imgur.com/piaorjB.png
10th October 2024   ,Updated WebViews                                                 ,Fix~ ,Updated WebViews for IBO Sol. RTX Mods API to support updated WebViews                                                           ,IBO Solutions       ,https://i.imgur.com/z13H3dJ.png
10th October 2024   ,Reenabled Layouts/Themes                                         ,Add~ ,Reenabled layouts and themes in IBO Sol. RTX Mods API to support updated WebViews                                                ,IBO Solutions       ,https://i.imgur.com/z13H3dJ.png
10th October 2024   ,Updated WebViews                                                 ,Fix~ ,Updated WebViews for LTQ2 module                                                                                                 ,LTQ2                ,https://i.imgur.com/5GYEXZD.png
10th October 2024   ,Updated WebViews                                                 ,Fix~ ,Updated WebViews for Purple Player module                                                                                        ,Purple Player       ,https://i.imgur.com/DIUv5jl.png
10th October 2024   ,Updated WebViews                                                 ,Fix~ ,Updated WebViews for Smarters Pro module                                                                                         ,Smarters Pro        ,https://i.imgur.com/iEb97E1.png
10th October 2024   ,Updated WebViews                                                 ,Fix~ ,Updated WebViews for Sparkle TV module                                                                                           ,Sparkle TV          ,https://i.imgur.com/qKEbeXG.png
10th October 2024   ,Updated WebViews                                                 ,Fix~ ,Updated WebViews for TiviMate module                                                                                             ,TiviMate            ,https://i.imgur.com/uRg0UxZ.png
11th October 2024   ,Updated Manual Ads                                               ,Fix~ ,Updated Ads in Smarters Pro to merge with the Slideshow WebView when added                                                       ,Smarters Pro        ,https://i.imgur.com/iEb97E1.png
12th October 2024   ,Fixed mixing images and video                                    ,Fix~ ,Fixed mixing Video and Images in the Media Slideshow WebView                                                                     ,Android Webviews    ,https://i.imgur.com/N55kp3Z.png
12th October 2024   ,Fixed issue adding remote url                                    ,Fix~ ,Fixed an issue preventing the user returning to the correct page after adding a remote URL in Media Slideshow WebView            ,Android Webviews    ,https://i.imgur.com/N55kp3Z.png
13th October 2024   ,Fixed issues with some TMDB WebViews                             ,Fix~ ,Fixed issues with some TMDB WebViews                                                                                             ,Android Webviews    ,https://i.imgur.com/N55kp3Z.png
14th October 2024   ,Added TheSportsDB: League Table WebView                          ,Add~ ,Added TheSportsDB: League Table WebView                                                                                          ,Android Webviews    ,https://i.imgur.com/N55kp3Z.png
15th October 2024   ,Added TheSportsDB: League Cards WebView                          ,Add~ ,Added TheSportsDB: Fixtures WebView                                                                                              ,Android Webviews    ,https://i.imgur.com/N55kp3Z.png
16th October 2024   ,Added Websites WebView                                           ,Add~ ,Added Websites webview to allow users to point to their own hosted webviews                                                      ,Android Webviews    ,https://i.imgur.com/N55kp3Z.png
17th October 2024   ,Fixed TMDB Webviews 15/16/17/18 and 19                           ,Fix~ ,Fixed Webviews 15/16/17/18 and 19                                                                                                ,Android Webviews    ,https://i.imgur.com/N55kp3Z.png
18th October 2024   ,Added FramedViews 1 & 2 WebViews                                 ,Add~ ,Added FramedViews 1 & 2 WebViews                                                                                                 ,Android Webviews    ,https://i.imgur.com/N55kp3Z.png
19th October 2024   ,Added FramedViews 3 WebView                                      ,Add~ ,Added FramedViews 3 & 4 WebViews                                                                                                 ,Android Webviews    ,https://i.imgur.com/N55kp3Z.png
20th October 2024   ,Added AndyHax TMDB Webviews 20 & 21                              ,Add~ ,Added AndyHax TMDB Webviews 20 & 21                                                                                              ,Android Webviews    ,https://i.imgur.com/N55kp3Z.png
20th October 2024   ,Added Silenc_e_r TMDB Webview 22                                 ,Add~ ,Added Silenc_e_r TMDB Webview 22                                                                                                 ,Android Webviews    ,https://i.imgur.com/N55kp3Z.png
21st October 2024   ,Fixed decoupling issue with services                             ,Fix~ ,Fixed an issue which would decouple users from selected services when edited in IBO Sol                                          ,IBO Solutions       ,https://i.imgur.com/z13H3dJ.png
21st October 2024   ,Added View Fullscreen button                                     ,Add~ ,Added View Fullscreen button the all the WebViews to give more idea of what can be expected in app.                              ,Android Webviews    ,https://i.imgur.com/N55kp3Z.png
23rd October 2024   ,Added QR Code Generator to tools                                 ,Add~ ,Added QR Code Generator to tools for easier serving of links to customers.                                                       ,Cockpit             ,https://i.imgur.com/JnxdiHy.png
24th October 2024   ,Fixed issue with protocol_check in IBO SOl.                      ,Fix~ ,Fixed an issue which would cause the protocol_check to fail when using IBO Sol.                                                  ,IBO Solutions       ,https://i.imgur.com/z13H3dJ.png
25th October 2024   ,Added all TheSportsDB Leagues to dropdown                        ,Add~ ,Added all TheSportsDB Leagues to dropdown for the Leagues WebViews                                                               ,Android Webviews    ,https://i.imgur.com/N55kp3Z.png
28th October 2024   ,Fixed issues with WebViews                                       ,Fix~ ,Fixed issues with WebViews not working as expected.                                                                              ,Sparkle TV          ,https://i.imgur.com/qKEbeXG.png
28th October 2024   ,Added support for RTX Mods v2.0.1                                ,Add~ ,Added support for the RTX Mods version of the 2.0.1 app                                                                          ,Sparkle TV          ,https://i.imgur.com/qKEbeXG.png
28th October 2024   ,Fixed issues with some WebViews                                  ,Fix~ ,Fixed issues with some WebViews not working as expected.                                                                         ,IBO Solutions       ,https://i.imgur.com/z13H3dJ.png
30th October 2024   ,Added support for Easy Player                                    ,Add~ ,Added support for Easy Player mods with XCodes and Codes                                                                         ,Easy Player         ,https://i.imgur.com/etTrMvy.png
31st October 2024   ,Added support for Remote images                                  ,Add~ ,Added support for Remote images in Easy Player panel                                                                             ,Easy Player         ,https://i.imgur.com/etTrMvy.png
31st October 2024   ,Added support for Announcements                                  ,Add~ ,Added support for Announcements in Easy Player panel                                                                             ,Easy Player         ,https://i.imgur.com/etTrMvy.png
31st October 2024   ,Fixed issue with deleting Annoucements                           ,Fix~ ,Fixed issue with deleting Announcements                                                                                          ,Easy Player         ,https://i.imgur.com/etTrMvy.png
3rd November 2024   ,Added support for ORVPN                                          ,~Add ,Added support for ORVPN (XCIPTV Standalone VPN)                                                                                  ,OTRVPN              ,https://i.imgur.com/ZYcN9Os.png
4th November 2024   ,Fixed issues with depreciated functions                          ,Fix~ ,Fixed an issue in various places where depreciated functions were used.                                                          ,Cockpit             ,https://i.imgur.com/JnxdiHy.png
5th November 2024   ,Added support for Purple Neu                                     ,~Add ,Added support for Purple Neu Active Code                                                                                         ,Purple Neu          ,https://i.imgur.com/E9dZ2Dn.png
6th November 2024   ,Fixed an issue with Dashboard Stats                              ,Fix~ ,Fixed an issue which would always default to 'Cockpit Panel' instead of the correct App being used.                              ,Cockpit             ,https://i.imgur.com/JnxdiHy.png
7th November 2024   ,Fixed an issue with Visitor Logs                                 ,Fix~ ,Fixed various issues with Visitor Logs - especially when panel used by larger service providers.                                 ,Cockpit             ,https://i.imgur.com/JnxdiHy.png
8th November 2024   ,Added support for RTX3.2.7                                       ,Add~ ,Added support for NexTv IPTV RTX3.2.7                                                                                            ,NexTv IPTV          ,https://i.imgur.com/PkmigBn.png
9th November 2024   ,Added Clear User Cache button                                    ,Add~ ,Added Clear User Cache button to Stremio panel for oversized caches early trimming.                                              ,Stremio             ,https://i.imgur.com/546Gr2o.png
9th November 2024   ,Fixed issue with Announcements                                   ,Fix~ ,Fixed an issue with Announcements not working as expected.                                                                       ,Easy Player         ,https://i.imgur.com/etTrMvy.png
9th November 2024   ,Added support for Smarters Windows                               ,Add~ ,Added support for Smarters Windows executable                                                                                    ,Smarters Pro        ,https://i.imgur.com/iEb97E1.png
9th November 2024   ,IBO Sol. Silenc_e_r Polish Translation                           ,Fix~ ,Silenc_e_r updated the Polish Translation for IBO Solutions                                                                      ,IBO Solutions       ,https://i.imgur.com/z13H3dJ.png
10th November 2024  ,Added TheSportsDB.com API Key back                               ,Fix~ ,Re-enabled setting your own API Key for TheSportsDB.com in the panel                                                             ,Android Webviews    ,https://i.imgur.com/N55kp3Z.png
12th November 2024  ,Fixed issue with FramedViews                                     ,Fix~ ,Fixed an issue which could stop Framedviews from working in apps as expected.                                                    ,Android Webviews    ,https://i.imgur.com/N55kp3Z.png
13th November 2024  ,Fixed issue with Editing Lang                                    ,Fix~ ,Fixed an issue with editing Languages in the IBO Sol. panel                                                                      ,IBO Solutions       ,https://i.imgur.com/z13H3dJ.png
13th November 2024  ,Fixed issue with Superadmin                                      ,Fix~ ,Fixed an issue which would allow non superadmin to get into the superadmin page.                                                 ,Cockpit             ,https://i.imgur.com/JnxdiHy.png
15th November 2024  ,Added Expirey to Active Codes                                    ,Add~ ,Added Expirey to Active Codes                                                                                                    ,Purple Neu          ,https://i.imgur.com/E9dZ2Dn.png
15th November 2024  ,Added Search to Active Codes table                               ,Add~ ,Added Search to Active Codes table                                                                                               ,Purple Neu          ,https://i.imgur.com/E9dZ2Dn.png
15th November 2024  ,Fixed issue with Settings                                        ,Fix~ ,Fixed an issue preventing settings for Admin account saving                                                                      ,Cockpit             ,https://i.imgur.com/JnxdiHy.png
15th November 2024  ,Added Polish Ekstraklasa                                         ,Add~ ,Added Polish Ekstraklasa to TheSportsDB dropdown manually                                                                        ,Android Webviews    ,https://i.imgur.com/N55kp3Z.png
15th November 2024  ,Fixed issues with Purple Player App Video                        ,Fix~ ,Fixed issues with Purple Player uploading video for the App Video                                                                ,Purple Player       ,https://i.imgur.com/DIUv5jl.png
15th November 2024  ,Fixed issue not saving heading and subtitle                      ,Fix~ ,Fixed an issue which would not save the heading and subtile for FramedView Layout 3                                              ,Android Webviews    ,https://i.imgur.com/N55kp3Z.png
16th November 2024  ,Fixed issue with swapping FramedViews                            ,Fix~ ,Fixed an issue which would not allow swapping FramedViews                                                                        ,Android Webviews    ,https://i.imgur.com/N55kp3Z.png
20th November 2024  ,Fixed an issue which could prevent APIs from working as expected ,Fix~ ,Fixed an issue which could prevent APIs from working as expected                                                                 ,Cockpit             ,https://i.imgur.com/JnxdiHy.png